train_0000.png,Darstellung
train_0001.png,Darstellung
train_0002.png,Darstellung
train_0003.png,Darstellung
train_0004.png,Darstellung
train_0005.png,Darstellung
train_0006.png,Darstellung
train_0007.png,Darstellung
train_0008.png,Darstellung
train_0009.png,Darstellung
train_0010.png,am Einheiskreis
train_0011.png,am Einheiskreis
train_0012.png,am Einheiskreis
train_0013.png,am Einheiskreis
train_0014.png,am Einheiskreis
train_0015.png,am Einheiskreis
train_0016.png,am Einheiskreis
train_0017.png,am Einheiskreis
train_0018.png,am Einheiskreis
train_0019.png,am Einheiskreis
train_0020.png,Bildverarbeitung
train_0021.png,Bildverarbeitung
train_0022.png,Bildverarbeitung
train_0023.png,Bildverarbeitung
train_0024.png,Bildverarbeitung
train_0025.png,Bildverarbeitung
train_0026.png,Bildverarbeitung
train_0027.png,Bildverarbeitung
train_0028.png,Bildverarbeitung
train_0029.png,Bildverarbeitung
train_0030.png,Jede Sektion wird mit
train_0031.png,Jede Sektion wird mit
train_0032.png,Jede Sektion wird mit
train_0033.png,Jede Sektion wird mit
train_0034.png,Jede Sektion wird mit
train_0035.png,Jede Sektion wird mit
train_0036.png,Jede Sektion wird mit
train_0037.png,Jede Sektion wird mit
train_0038.png,Jede Sektion wird mit
train_0039.png,Jede Sektion wird mit
train_0040.png,Signal (analog)
train_0041.png,Signal (analog)
train_0042.png,Signal (analog)
train_0043.png,Signal (analog)
train_0044.png,Signal (analog)
train_0045.png,Signal (analog)
train_0046.png,Signal (analog)
train_0047.png,Signal (analog)
train_0048.png,Signal (analog)
train_0049.png,Signal (analog)
train_0050.png,vor dem Komma
train_0051.png,vor dem Komma
train_0052.png,vor dem Komma
train_0053.png,vor dem Komma
train_0054.png,vor dem Komma
train_0055.png,vor dem Komma
train_0056.png,vor dem Komma
train_0057.png,vor dem Komma
train_0058.png,vor dem Komma
train_0059.png,vor dem Komma
train_0060.png,stückweise glatte
train_0061.png,stückweise glatte
train_0062.png,stückweise glatte
train_0063.png,stückweise glatte
train_0064.png,stückweise glatte
train_0065.png,stückweise glatte
train_0066.png,stückweise glatte
train_0067.png,stückweise glatte
train_0068.png,stückweise glatte
train_0069.png,stückweise glatte
train_0070.png,2.Ableitung
train_0071.png,2.Ableitung
train_0072.png,2.Ableitung
train_0073.png,2.Ableitung
train_0074.png,2.Ableitung
train_0075.png,2.Ableitung
train_0076.png,2.Ableitung
train_0077.png,2.Ableitung
train_0078.png,2.Ableitung
